,day,parts_of_day,duration_minutes,month,subscriber_type,year,start_hour,count,path_id,origin-dest,latitude,location,longitude,name,station_id,status,start_count,end_count
525,5,late afternoon,38.88775510204081,10,Walk Up,2016.3367346938776,15.285714285714286,294,525,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
525,5,late afternoon,38.88775510204081,10,Walk Up,2016.3367346938776,15.285714285714286,294,525,destination,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
529,5,late afternoon,17.808873720136518,3,Founding Member (Austin B-cycle),2014.8532423208192,13.174061433447099,293,529,origin,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
529,5,late afternoon,17.808873720136518,3,Founding Member (Austin B-cycle),2014.8532423208192,13.174061433447099,293,529,destination,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
530,5,early afternoon,28.352739726027398,7,Walk Up,2015.1986301369864,13.770547945205479,292,530,origin,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
530,5,early afternoon,28.352739726027398,7,Walk Up,2015.1986301369864,13.770547945205479,292,530,destination,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
532,5,evening,19.652920962199314,3,24-Hour Kiosk (Austin B-cycle),2014.6769759450171,15.529209621993127,291,532,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
532,5,evening,19.652920962199314,3,24-Hour Kiosk (Austin B-cycle),2014.6769759450171,15.529209621993127,291,532,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
531,5,evening,17.628865979381445,3,Walk Up,2015.4089347079039,15.096219931271477,291,531,origin,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
531,5,evening,17.628865979381445,3,Walk Up,2015.4089347079039,15.096219931271477,291,531,destination,30.26416,(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved,7187,6999
533,4,early morning,7.841379310344828,9,Local365,2015.796551724138,9.26551724137931,290,533,origin,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
533,4,early morning,7.841379310344828,9,Local365,2015.796551724138,9.26551724137931,290,533,destination,30.26889,(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active,3994,4150
534,5,late afternoon,21.716262975778548,3,Walk Up,2015.044982698962,13.626297577854672,289,534,origin,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
534,5,late afternoon,21.716262975778548,3,Walk Up,2015.044982698962,13.626297577854672,289,534,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
537,5,evening,50.02430555555556,3,24-Hour Kiosk (Austin B-cycle),2014.6597222222222,16.694444444444443,288,537,origin,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
537,5,evening,50.02430555555556,3,24-Hour Kiosk (Austin B-cycle),2014.6597222222222,16.694444444444443,288,537,destination,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
536,6,pre-dawn,23.21875,5,Local30,2015.298611111111,9.73611111111111,288,536,origin,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
536,6,pre-dawn,23.21875,5,Local30,2015.298611111111,9.73611111111111,288,536,destination,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
535,5,early afternoon,21.34027777777778,3,Walk Up,2015.236111111111,13.559027777777779,288,535,origin,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
535,5,early afternoon,21.34027777777778,3,Walk Up,2015.236111111111,13.559027777777779,288,535,destination,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
539,6,late afternoon,29.818815331010452,3,Walk Up,2015.2578397212544,14.759581881533101,287,539,origin,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
539,6,late afternoon,29.818815331010452,3,Walk Up,2015.2578397212544,14.759581881533101,287,539,destination,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
538,6,late afternoon,29.529616724738677,5,Walk Up,2015.142857142857,14.13588850174216,287,538,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
538,6,late afternoon,29.529616724738677,5,Walk Up,2015.142857142857,14.13588850174216,287,538,destination,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
540,5,late afternoon,20.814685314685313,3,Local365,2015.5944055944055,14.248251748251748,286,540,origin,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
540,5,late afternoon,20.814685314685313,3,Local365,2015.5944055944055,14.248251748251748,286,540,destination,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
541,5,late morning,28.99298245614035,3,Walk Up,2015.361403508772,12.908771929824562,285,541,origin,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
541,5,late morning,28.99298245614035,3,Walk Up,2015.361403508772,12.908771929824562,285,541,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
546,5,late afternoon,28.8943661971831,3,Walk Up,2015.6654929577464,15.211267605633802,284,546,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
546,5,late afternoon,28.8943661971831,3,Walk Up,2015.6654929577464,15.211267605633802,284,546,destination,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
545,5,late morning,21.323943661971832,3,Walk Up,2014.8521126760563,12.96830985915493,284,545,origin,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
545,5,late morning,21.323943661971832,3,Walk Up,2014.8521126760563,12.96830985915493,284,545,destination,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
544,3,late afternoon,17.41549295774648,3,Annual Membership (Austin B-cycle),2014.9295774647887,14.887323943661972,284,544,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
544,3,late afternoon,17.41549295774648,3,Annual Membership (Austin B-cycle),2014.9295774647887,14.887323943661972,284,544,destination,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
543,1,early morning,19.524647887323944,5,Local365,2016.394366197183,10.971830985915492,284,543,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
543,1,early morning,19.524647887323944,5,Local365,2016.394366197183,10.971830985915492,284,543,destination,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
542,5,late afternoon,24.468309859154928,3,Local365,2015.3345070422536,15.588028169014084,284,542,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
542,5,late afternoon,24.468309859154928,3,Local365,2015.3345070422536,15.588028169014084,284,542,destination,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
551,6,early afternoon,29.830388692579504,6,Walk Up,2015.0106007067138,15.60070671378092,283,551,origin,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
551,6,early afternoon,29.830388692579504,6,Walk Up,2015.0106007067138,15.60070671378092,283,551,destination,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
550,5,early afternoon,26.268551236749115,3,Walk Up,2015.5795053003533,13.784452296819788,283,550,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
550,5,early afternoon,26.268551236749115,3,Walk Up,2015.5795053003533,13.784452296819788,283,550,destination,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
549,5,early afternoon,28.219081272084807,3,Walk Up,2016.5618374558303,14.830388692579506,283,549,origin,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
549,5,early afternoon,28.219081272084807,3,Walk Up,2016.5618374558303,14.830388692579506,283,549,destination,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
548,4,late morning,24.286219081272083,3,Local30,2015.1590106007068,13.80565371024735,283,548,origin,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
548,4,late morning,24.286219081272083,3,Local30,2015.1590106007068,13.80565371024735,283,548,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
547,5,late afternoon,29.236749116607776,3,Walk Up,2015.7703180212013,15.176678445229681,283,547,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
547,5,late afternoon,29.236749116607776,3,Walk Up,2015.7703180212013,15.176678445229681,283,547,destination,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
553,5,late afternoon,20.833333333333332,6,Walk Up,2014.9219858156027,13.340425531914894,282,553,origin,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
553,5,late afternoon,20.833333333333332,6,Walk Up,2014.9219858156027,13.340425531914894,282,553,destination,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
552,5,late afternoon,61.4645390070922,3,Walk Up,2015.22695035461,14.691489361702128,282,552,origin,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
552,5,late afternoon,61.4645390070922,3,Walk Up,2015.22695035461,14.691489361702128,282,552,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
557,6,late afternoon,24.863799283154123,7,Walk Up,2015.3978494623657,14.971326164874553,279,557,origin,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
557,6,late afternoon,24.863799283154123,7,Walk Up,2015.3978494623657,14.971326164874553,279,557,destination,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
556,5,early afternoon,41.376344086021504,10,Walk Up,2016.225806451613,13.759856630824373,279,556,origin,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
556,5,early afternoon,41.376344086021504,10,Walk Up,2016.225806451613,13.759856630824373,279,556,destination,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
555,0,late morning,29.602150537634408,3,24-Hour Kiosk (Austin B-cycle),2014.5483870967741,14.46594982078853,279,555,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
555,0,late morning,29.602150537634408,3,24-Hour Kiosk (Austin B-cycle),2014.5483870967741,14.46594982078853,279,555,destination,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
554,5,late afternoon,46.80286738351254,3,Walk Up,2015.1326164874552,14.043010752688172,279,554,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
554,5,late afternoon,46.80286738351254,3,Walk Up,2015.1326164874552,14.043010752688172,279,554,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
558,6,early afternoon,21.363309352517987,3,Walk Up,2014.8920863309352,14.223021582733812,278,558,origin,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
558,6,early afternoon,21.363309352517987,3,Walk Up,2014.8920863309352,14.223021582733812,278,558,destination,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
562,5,early afternoon,23.530685920577618,7,Walk Up,2015.3068592057762,14.505415162454874,277,562,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
562,5,early afternoon,23.530685920577618,7,Walk Up,2015.3068592057762,14.505415162454874,277,562,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
561,5,late afternoon,24.67870036101083,3,Walk Up,2015.5703971119133,14.552346570397113,277,561,origin,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
561,5,late afternoon,24.67870036101083,3,Walk Up,2015.5703971119133,14.552346570397113,277,561,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
560,6,late afternoon,21.23826714801444,3,Walk Up,2015.3176895306858,15.306859205776174,277,560,origin,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
560,6,late afternoon,21.23826714801444,3,Walk Up,2015.3176895306858,15.306859205776174,277,560,destination,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
559,5,evening,13.96028880866426,3,Walk Up,2014.8953068592057,16.32851985559567,277,559,origin,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
559,5,evening,13.96028880866426,3,Walk Up,2014.8953068592057,16.32851985559567,277,559,destination,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
565,0,late afternoon,18.21014492753623,3,Local365,2016.3985507246377,13.641304347826088,276,565,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
565,0,late afternoon,18.21014492753623,3,Local365,2016.3985507246377,13.641304347826088,276,565,destination,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
564,5,early afternoon,28.242753623188406,3,Walk Up,2015.1340579710145,14.684782608695652,276,564,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
564,5,early afternoon,28.242753623188406,3,Walk Up,2015.1340579710145,14.684782608695652,276,564,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
563,5,evening,22.445652173913043,9,Walk Up,2015.5217391304348,15.460144927536232,276,563,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
563,5,evening,22.445652173913043,9,Walk Up,2015.5217391304348,15.460144927536232,276,563,destination,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
568,0,evening,10.883636363636363,6,Local365,2016.24,13.756363636363636,275,568,origin,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
568,0,evening,10.883636363636363,6,Local365,2016.24,13.756363636363636,275,568,destination,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
567,5,early afternoon,57.10181818181818,3,Walk Up,2015.28,14.33090909090909,275,567,origin,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
567,5,early afternoon,57.10181818181818,3,Walk Up,2015.28,14.33090909090909,275,567,destination,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
566,5,early afternoon,17.30909090909091,3,24-Hour Kiosk (Austin B-cycle),2014.669090909091,15.16,275,566,origin,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
566,5,early afternoon,17.30909090909091,3,24-Hour Kiosk (Austin B-cycle),2014.669090909091,15.16,275,566,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
570,6,late afternoon,18.04029304029304,3,Walk Up,2015.7728937728937,16.256410256410255,273,570,origin,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
570,6,late afternoon,18.04029304029304,3,Walk Up,2015.7728937728937,16.256410256410255,273,570,destination,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
569,5,late morning,13.996336996336996,3,Walk Up,2016.1868131868132,12.923076923076923,273,569,origin,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
569,5,late morning,13.996336996336996,3,Walk Up,2016.1868131868132,12.923076923076923,273,569,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
573,1,early afternoon,16.28676470588235,3,Walk Up,2015.422794117647,13.705882352941176,272,573,origin,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
573,1,early afternoon,16.28676470588235,3,Walk Up,2015.422794117647,13.705882352941176,272,573,destination,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
572,5,late afternoon,41.62867647058823,3,Walk Up,2015.4632352941176,14.996323529411764,272,572,origin,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
572,5,late afternoon,41.62867647058823,3,Walk Up,2015.4632352941176,14.996323529411764,272,572,destination,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
